Datetime,APOLLOHOSP,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BEL,BPCL,BRITANNIA,CIPLA,COALINDIA,DRREDDY,EICHERMOT,GOLDIETF,GRASIM,HCLTECH,HDFCBANK,HEROMOTOCO,HINDALCO,HINDUNILVR,ICICIBANK,INDUSINDBK,INFY,ITC,JSWSTEEL,KOTAKBANK,LT,M&M,MARUTI,NESTLEIND,NIFTY,NTPC,ONGC,RELIANCE,SBILIFE,SBIN,SETFNIF50,SHRIRAMFIN,SUNPHARMA,TATACONSUM,TATAMOTORS,TATASTEEL,TCS,TECHM,TITAN,TRENT,ULTRACEMCO,WIPRO
2021-01-01T00:00:00,2414.85,2775.55,623.8,3481.25,42.13,190.98,3567.8,826.6,135.35,1048.27,2542.7,44.76,929.7,950.5,1425.05,3102.65,238.35,2387.55,527.5,900.15,1260.45,202.3,389.7,1994.05,1297.0,732.45,7691.3,1845.07,14018.5,99.05,93.2,902.19,895.4,279.4,145.36,214.17,596.25,594.11,186.5,64.31,2928.25,977.95,1558.6,674.65,5290.8,194.05
2021-01-04T00:00:00,2409.25,2753.7,624.7,3522.45,43.77,197.68,3552.9,832.25,137.25,1054.45,2655.7,45.46,960.63,980.4,1416.0,3043.85,254.3,2426.5,531.7,897.85,1288.25,201.88,403.1,1965.55,1314.6,749.1,7702.3,1837.8,14132.9,99.05,96.95,903.71,911.4,281.05,146.72,215.35,604.4,596.58,191.3,69.3,3039.45,1001.95,1550.9,678.5,5327.2,198.2
2021-01-05T00:00:00,2509.45,2793.85,664.45,3492.65,43.83,196.0,3551.1,827.25,135.15,1057.38,2674.9,45.84,957.49,991.35,1426.7,3067.2,250.3,2450.55,537.25,921.65,1293.8,200.03,395.25,1959.75,1306.3,740.1,7655.45,1855.83,14199.5,97.6,94.95,892.47,905.55,281.75,147.45,222.83,603.45,602.06,193.2,68.06,3093.0,1003.85,1570.95,675.0,5341.2,203.15
2021-01-06T00:00:00,2502.15,2805.35,654.25,3462.7,44.38,193.65,3539.7,824.8,135.1,1057.66,2645.35,46.01,980.7,978.2,1420.55,3083.55,259.05,2417.3,546.7,922.35,1282.1,194.31,401.7,1970.4,1314.0,736.1,7628.6,1851.53,14146.25,97.85,96.95,868.94,910.3,285.05,146.94,239.44,605.3,597.52,195.4,68.38,3051.5,997.15,1572.6,676.65,5448.35,203.2
2021-01-07T00:00:00,2508.55,2792.25,671.1,3437.95,43.92,196.1,3552.8,826.55,136.5,1054.18,2649.8,45.38,989.91,962.55,1416.25,3055.25,272.9,2368.85,541.1,952.05,1262.15,191.85,405.4,1952.4,1338.95,744.4,7566.05,1812.73,14137.35,97.0,97.9,867.53,914.15,287.7,146.99,261.36,601.9,593.47,196.75,72.28,3032.8,994.75,1542.35,675.45,5397.95,203.38
2021-01-08T00:00:00,2553.5,2844.7,672.7,3529.15,44.03,200.08,3575.25,838.7,139.7,1067.65,2760.85,44.92,1000.32,994.65,1431.65,3161.1,268.2,2391.2,542.05,939.8,1312.1,190.62,402.85,1970.7,1373.4,770.5,8014.9,1830.63,14347.25,100.15,100.65,877.76,935.5,286.0,148.37,259.14,620.8,602.06,198.15,71.32,3120.9,1051.1,1548.6,695.4,5591.75,215.1
2021-01-11T00:00:00,2550.55,2849.3,666.95,3617.35,44.87,200.88,3612.85,856.85,141.7,1083.36,2777.15,44.12,1000.32,1055.1,1451.45,3197.7,264.7,2429.1,544.7,929.1,1376.2,191.57,399.05,1938.15,1350.0,789.1,8232.75,1839.15,14484.75,99.0,102.55,861.22,936.25,282.5,149.88,250.33,621.0,621.28,220.65,69.57,3176.45,1077.6,1563.9,693.75,5623.7,223.4
2021-01-12T00:00:00,2517.25,2720.55,675.7,3624.25,44.82,201.28,3631.65,843.15,146.65,1070.77,2881.65,44.26,1006.3,1062.1,1481.0,3248.25,264.35,2375.9,548.0,927.65,1371.75,195.3,399.55,1903.45,1349.8,779.85,8188.05,1799.91,14563.45,100.15,103.45,888.36,925.0,292.5,150.79,252.52,609.65,616.63,237.8,69.49,3174.85,1064.2,1527.1,684.6,5639.0,228.85
2021-01-13T00:00:00,2479.2,2703.7,687.8,3600.9,44.68,205.95,3621.15,841.7,145.8,1058.0,2868.65,44.09,1029.26,1055.95,1470.65,3256.8,262.65,2372.35,556.5,942.75,1387.15,199.84,402.95,1882.1,1352.5,828.35,8139.85,1801.93,14564.85,102.55,105.25,880.08,926.55,306.8,151.23,243.37,602.3,612.78,242.6,70.92,3158.95,1069.65,1505.8,673.25,5650.75,229.5
2021-01-14T00:00:00,2512.0,2663.9,676.0,3576.05,46.38,213.35,3665.45,840.9,146.65,1061.78,2886.6,43.77,1016.21,1027.7,1468.75,3266.6,261.4,2398.55,553.3,969.7,1370.5,202.59,396.4,1892.65,1376.6,829.9,8149.45,1813.26,14595.6,102.2,105.05,889.98,925.15,307.25,151.42,243.69,607.05,606.46,245.1,70.64,3250.7,1052.6,1489.95,654.6,5582.35,227.18
2021-01-15T00:00:00,2592.35,2590.9,674.85,3580.3,44.48,207.3,3609.05,823.7,143.25,1042.56,2857.3,44.0,1028.96,989.8,1466.65,3203.0,253.35,2351.15,543.0,965.9,1344.95,206.09,394.2,1863.9,1354.15,819.65,8024.75,1783.4,14433.7,100.45,101.4,879.47,910.25,303.85,149.8,240.91,604.3,595.0,260.3,70.59,3233.35,1007.3,1477.25,643.5,5452.25,219.28
2021-01-18T00:00:00,2609.25,2588.2,657.0,3563.75,44.52,204.78,3607.85,801.75,138.7,1010.42,2873.0,43.59,995.24,981.5,1483.1,3163.15,243.15,2332.6,533.15,932.8,1312.05,207.88,383.1,1846.95,1336.05,809.0,7830.65,1763.07,14281.3,97.55,96.65,900.57,892.9,294.45,148.56,234.76,581.45,577.57,245.95,66.67,3221.75,998.25,1503.55,660.05,5386.0,215.78
2021-01-19T00:00:00,2645.5,2645.05,668.75,3641.0,45.68,206.73,3601.25,822.45,140.1,1017.78,2883.5,43.77,1027.81,983.85,1503.85,3232.9,251.55,2363.15,546.45,939.9,1316.65,207.03,395.4,1887.0,1369.85,808.05,7922.6,1775.47,14521.15,99.65,98.1,915.3,904.4,298.6,150.87,245.67,596.55,575.54,258.65,68.11,3260.7,992.5,1519.9,677.75,5490.1,215.13
2021-01-20T00:00:00,2675.8,2697.25,675.75,3643.95,45.17,206.93,3592.3,832.8,141.5,1016.13,2881.55,43.92,1030.6,999.25,1492.0,3275.6,252.1,2355.95,551.0,947.7,1339.45,205.9,400.9,1883.6,1382.65,824.5,8144.95,1768.13,14644.7,98.3,98.85,932.69,896.75,302.55,151.82,249.54,594.7,589.32,274.9,69.02,3308.8,1019.45,1531.3,679.95,5547.1,222.48
2021-01-21T00:00:00,2585.05,2716.35,675.85,3703.3,44.63,204.15,3630.8,812.75,137.35,1010.44,2926.6,44.1,1013.07,993.3,1474.8,3247.3,248.9,2367.65,552.7,925.85,1339.7,202.16,393.3,1857.8,1371.3,808.25,8076.75,1771.63,14590.35,96.1,94.7,952.98,878.3,294.85,151.5,241.29,582.9,587.94,290.6,66.67,3273.85,1004.7,1517.3,666.6,5543.45,222.9
2021-01-22T00:00:00,2597.9,2596.65,644.5,4089.5,44.12,198.03,3608.0,808.3,133.2,1007.38,2972.6,43.95,1000.02,985.8,1443.55,3374.9,239.2,2409.35,533.8,893.3,1340.85,199.32,375.4,1828.0,1362.1,798.4,8048.85,1758.96,14371.9,94.05,92.75,930.37,862.55,283.7,149.53,230.13,575.2,577.57,289.35,64.7,3303.1,980.85,1491.2,660.5,5534.8,222.38
2021-01-25T00:00:00,2686.9,2513.95,658.4,4168.95,43.57,193.65,3613.55,836.8,131.85,1016.48,2869.55,43.79,1065.51,947.5,1462.85,3474.95,240.3,2399.6,538.05,849.15,1325.1,196.58,382.45,1794.4,1361.3,794.55,7981.5,1741.53,14238.9,93.2,91.35,881.08,862.85,280.95,148.12,240.21,586.4,566.56,279.15,65.2,3291.3,972.05,1499.85,670.75,5368.4,218.63
2021-01-27T00:00:00,2600.4,2436.6,632.1,4146.35,44.23,190.3,3610.75,842.5,129.15,981.86,2789.9,43.58,1057.35,955.5,1409.6,3358.55,231.4,2391.3,522.35,820.15,1301.0,199.27,376.25,1764.7,1359.85,769.95,7870.9,1753.81,13967.5,91.3,89.7,860.2,881.75,275.65,145.23,230.21,569.8,565.62,267.5,62.6,3261.05,997.1,1440.7,659.2,5404.85,223.23
2021-01-28T00:00:00,2622.4,2441.7,670.7,4135.8,43.73,192.15,3603.75,841.9,128.2,974.36,2798.45,43.56,1063.17,933.95,1371.45,3397.4,229.05,2300.4,528.25,802.6,1276.2,195.44,376.3,1722.85,1345.35,765.0,7588.5,1738.77,13817.55,91.6,90.65,851.82,872.55,282.35,143.43,222.22,564.35,557.67,266.8,62.37,3196.55,981.6,1450.1,659.25,5443.7,215.95
2021-01-29T00:00:00,2561.25,2407.35,662.9,4005.8,43.35,191.8,3501.1,825.9,125.9,920.54,2744.3,43.55,1051.47,914.0,1390.5,3256.05,226.3,2263.9,537.0,846.1,1239.05,192.27,366.85,1712.95,1334.7,749.6,7206.65,1706.0,13634.6,88.95,88.3,836.12,864.45,282.1,142.11,258.27,586.2,552.93,262.7,60.1,3111.35,961.4,1420.3,621.55,5327.25,208.95
2021-02-01T00:00:00,2663.5,2447.8,709.35,4114.7,44.57,196.5,3520.75,806.4,129.0,885.63,2842.85,43.26,1121.19,928.35,1476.75,3340.65,241.15,2248.6,603.8,970.6,1260.9,204.29,380.85,1801.5,1448.85,795.15,7399.8,1708.77,14281.2,92.0,90.85,860.33,874.5,310.7,147.87,266.4,590.15,576.98,279.6,63.61,3139.35,941.75,1501.55,641.15,5744.15,210.75
2021-02-02T00:00:00,2705.15,2463.65,714.2,4201.45,44.5,204.0,3501.25,821.6,131.25,896.5,2904.85,42.92,1185.29,954.65,1560.55,3293.85,255.35,2230.45,617.35,975.65,1271.25,206.42,389.0,1861.3,1520.2,816.85,7654.7,1719.03,14647.85,94.15,92.85,874.18,865.35,333.1,151.67,273.33,609.45,568.28,322.0,64.17,3203.45,957.2,1485.45,665.75,6123.55,214.18
2021-02-03T00:00:00,2720.7,2453.65,733.8,4236.35,46.37,207.45,3516.5,849.25,137.25,929.91,2916.9,42.65,1186.13,959.9,1574.8,3380.8,257.25,2232.85,622.35,1048.55,1284.65,205.05,392.9,1852.2,1528.55,833.2,7589.2,1716.64,14789.95,96.95,93.35,876.38,866.15,335.95,153.57,293.06,629.2,573.03,331.0,65.32,3200.05,981.45,1525.15,680.55,6074.7,216.75
2021-02-04T00:00:00,2731.65,2401.8,743.9,4223.5,46.98,209.28,3580.0,834.45,143.6,933.59,2963.45,42.32,1183.79,957.65,1579.1,3440.7,261.85,2245.6,628.3,1032.15,1279.35,217.53,400.3,1910.4,1529.8,866.5,7640.0,1707.4,14895.65,99.05,97.65,873.5,863.9,355.1,154.59,284.13,631.5,580.83,326.15,65.6,3188.45,969.2,1513.6,669.65,6182.8,214.95
2021-02-05T00:00:00,2738.6,2376.75,719.6,4231.25,46.73,207.5,3541.65,847.7,140.85,960.18,2932.15,42.13,1181.4,946.15,1597.6,3429.2,262.05,2269.55,614.15,1025.1,1272.1,221.7,402.2,1982.7,1516.5,865.5,7494.15,1711.58,14924.25,99.5,97.65,873.25,864.2,393.1,154.8,276.89,634.75,585.22,315.9,68.51,3157.95,959.4,1509.45,688.45,6352.1,212.78
2021-02-08T00:00:00,2730.25,2416.85,736.15,4237.45,46.92,210.03,3473.7,847.25,141.55,971.96,2970.4,42.18,1206.01,957.75,1605.25,3495.0,278.95,2236.65,629.6,1035.1,1303.55,220.51,417.65,1957.15,1551.8,928.4,7574.6,1721.82,15115.8,100.3,99.65,885.82,859.1,397.05,156.58,283.9,634.65,589.77,335.95,70.3,3214.1,982.55,1541.7,691.9,6368.15,217.65
2021-02-09T00:00:00,2789.3,2506.85,742.5,4154.9,45.98,209.68,3462.4,841.75,139.25,968.82,2947.65,42.93,1213.13,951.6,1611.85,3499.45,278.05,2216.25,633.35,1025.8,1305.55,216.63,406.45,1949.15,1566.45,895.0,7627.05,1731.9,15109.3,99.95,101.0,887.96,888.7,394.8,156.82,282.62,623.6,591.35,325.05,69.92,3176.9,975.1,1559.9,678.3,6420.4,219.68
2021-02-10T00:00:00,2756.5,2510.6,734.8,4151.55,46.62,207.9,3424.85,863.4,138.3,964.81,2901.3,42.75,1226.52,959.45,1581.75,3538.95,279.4,2235.5,632.15,1022.8,1296.5,215.26,410.75,1952.05,1552.85,914.15,7621.7,1717.74,15106.5,99.85,100.0,896.19,911.35,392.25,157.13,285.62,627.1,593.37,328.9,69.03,3213.3,974.9,1563.15,690.85,6392.15,219.5
2021-02-11T00:00:00,2756.5,2505.5,740.1,4181.9,45.13,210.98,3462.75,859.8,137.15,965.01,2818.15,42.8,1230.56,970.4,1572.35,3541.5,295.4,2263.0,630.65,1021.9,1292.65,214.22,408.85,1961.0,1530.5,914.2,7667.35,1741.23,15173.3,97.3,99.45,933.14,907.35,390.15,157.58,288.25,643.65,602.85,325.0,69.47,3206.0,985.6,1524.7,693.55,6427.15,218.5
2021-02-12T00:00:00,2748.1,2486.1,750.4,4136.05,45.42,209.05,3421.25,848.55,133.85,958.4,2781.25,42.2,1237.18,960.4,1581.95,3515.75,290.8,2241.55,647.6,1027.4,1309.8,205.71,403.8,1951.05,1521.35,908.55,7568.5,1729.43,15163.3,95.95,97.0,926.74,896.85,393.15,157.54,287.65,627.15,600.04,325.4,68.05,3190.8,991.2,1494.2,685.65,6397.25,221.0
2021-02-15T00:00:00,3090.65,2456.75,794.0,4122.3,45.37,209.5,3417.0,844.3,132.25,941.97,2770.05,42.17,1223.09,954.65,1616.6,3465.4,291.4,2215.2,673.95,1057.6,1309.65,206.8,403.7,1985.95,1537.65,911.85,7596.65,1747.99,15314.7,95.2,98.45,922.66,877.25,406.95,159.25,302.67,627.5,615.45,333.35,67.22,3139.85,979.2,1484.75,701.7,6407.75,219.85
2021-02-16T00:00:00,3202.75,2450.25,775.05,4132.85,44.38,208.98,3389.45,848.35,133.75,939.32,2726.95,42.26,1238.82,952.3,1626.65,3461.55,302.7,2196.1,658.35,1058.25,1290.4,206.46,407.65,2019.65,1549.45,912.2,7697.05,1721.73,15313.45,98.0,103.75,934.87,872.0,402.35,158.73,295.56,631.15,620.63,329.2,69.92,3108.8,986.8,1471.85,750.25,6457.8,218.78
2021-02-17T00:00:00,3235.0,2388.15,777.75,4165.7,46.37,205.85,3364.0,835.7,135.2,920.11,2695.5,41.66,1233.55,943.2,1586.5,3584.0,303.9,2163.9,657.35,1033.2,1281.3,205.99,408.7,1989.45,1548.35,914.95,7503.2,1674.12,15208.9,99.35,102.25,945.65,877.15,411.75,157.82,291.94,621.25,624.39,330.15,69.68,3073.1,980.45,1460.4,768.4,6419.2,215.1
2021-02-18T00:00:00,3106.75,2470.75,777.0,4115.45,47.18,216.1,3359.45,825.45,139.95,923.39,2650.2,41.48,1224.78,948.1,1554.3,3522.85,309.9,2146.85,644.65,1046.05,1292.45,207.03,407.65,1945.45,1524.6,894.45,7497.55,1636.47,15118.95,103.4,110.7,938.59,893.5,415.2,157.17,287.74,616.05,616.34,323.85,69.78,3057.35,1010.6,1433.0,779.0,6325.85,216.48
2021-02-19T00:00:00,2919.95,2416.45,749.65,4001.1,45.13,215.0,3331.2,807.35,139.25,936.29,2584.65,41.11,1213.18,950.15,1539.1,3389.7,308.0,2181.1,624.05,1065.9,1291.3,204.29,395.65,1938.75,1508.8,879.25,7323.0,1637.64,14981.75,104.2,105.1,944.31,881.5,399.55,155.88,280.92,607.3,609.37,311.85,67.07,3071.85,993.95,1425.55,794.0,6208.5,214.98
2021-02-22T00:00:00,2929.55,2387.05,719.45,3971.55,43.43,211.28,3341.2,792.45,136.25,893.85,2482.35,41.57,1225.63,920.15,1548.0,3414.15,316.1,2167.6,609.85,1022.9,1265.2,195.87,406.1,1949.6,1452.2,837.1,7086.45,1609.63,14675.7,102.05,106.3,911.54,849.05,389.5,152.76,272.03,595.3,610.71,304.5,68.46,2958.45,950.7,1405.25,816.35,6175.1,209.35
2021-02-23T00:00:00,2996.75,2372.2,715.95,3912.25,44.73,217.63,3335.95,790.95,136.9,899.03,2514.7,41.67,1226.62,909.95,1529.15,3405.45,333.05,2179.25,616.3,1048.3,1266.35,197.24,412.6,1872.95,1486.3,840.95,6970.5,1617.0,14707.8,103.4,112.2,918.5,869.7,395.6,153.15,275.49,604.05,619.79,324.0,72.93,2980.2,945.75,1424.05,785.45,6268.45,207.75
2021-02-24T00:00:00,3059.65,2361.35,749.4,3931.85,45.45,219.35,3405.55,789.05,144.4,887.11,2535.8,41.71,1245.25,916.0,1606.45,3441.6,332.8,2178.85,641.1,1070.0,1274.3,197.57,408.1,1911.2,1526.6,849.6,6952.95,1634.62,14982.0,103.2,113.6,935.55,871.55,406.25,155.96,275.59,601.45,618.26,321.65,72.77,2948.1,960.05,1451.85,784.95,6414.55,211.55
2021-02-25T00:00:00,3091.35,2373.75,770.65,3944.8,47.23,230.78,3405.0,809.15,156.1,896.03,2551.95,41.45,1265.42,929.25,1606.4,3434.4,350.7,2163.3,628.0,1109.75,1274.55,197.86,421.75,1895.5,1506.45,859.0,6930.35,1611.39,15097.35,108.0,119.05,973.38,872.4,407.25,156.01,276.06,609.55,620.78,333.15,74.29,2995.3,957.8,1434.45,819.25,6383.3,210.65
2021-02-26T00:00:00,3058.65,2277.2,724.8,3798.7,45.7,224.93,3363.75,787.05,152.2,885.31,2498.6,41.19,1196.04,909.45,1534.4,3224.0,340.25,2132.05,597.75,1062.95,1253.3,192.84,395.45,1780.35,1442.5,806.4,6866.15,1610.16,14529.15,107.3,111.0,946.81,866.9,390.15,151.41,256.59,594.6,601.67,322.95,71.52,2894.3,918.85,1406.9,808.65,6115.0,205.15
2021-03-01T00:00:00,3081.15,2362.3,728.55,3814.05,48.65,227.63,3411.8,789.8,154.35,890.68,2556.15,41.0,1260.94,930.35,1558.9,3350.2,344.1,2143.4,608.35,1067.95,1267.0,195.73,405.1,1845.4,1472.85,819.45,7015.0,1629.25,14761.55,108.45,117.05,954.02,876.4,394.95,152.15,266.72,604.45,616.88,328.3,73.04,2924.2,936.0,1452.15,830.4,6365.05,207.2
2021-03-02T00:00:00,3087.3,2390.4,731.25,3944.05,50.5,234.5,3447.95,811.8,153.4,880.94,2602.3,40.47,1289.62,953.75,1568.2,3476.4,345.25,2177.95,610.5,1073.35,1304.5,198.57,413.3,1844.65,1485.65,860.05,7214.1,1657.62,14919.1,112.55,113.5,955.98,879.15,394.2,153.84,270.11,614.2,624.58,345.75,73.55,3006.35,967.1,1471.15,905.9,6423.1,215.2
2021-03-03T00:00:00,3057.0,2402.1,753.95,3901.1,50.97,233.18,3481.15,812.5,154.9,900.51,2599.05,40.24,1312.88,965.25,1586.85,3424.35,359.35,2193.5,632.1,1099.75,1343.55,198.61,428.15,1899.5,1496.9,852.05,7124.7,1669.93,15245.6,112.7,114.0,999.6,906.45,405.05,156.99,272.43,624.35,629.08,348.5,77.72,3059.1,976.0,1474.6,910.9,6500.5,217.75
2021-03-04T00:00:00,3042.1,2417.1,736.8,3879.05,50.93,231.95,3501.9,806.75,152.05,915.01,2593.2,39.94,1345.05,958.0,1552.05,3419.85,349.45,2196.9,620.75,1091.95,1330.35,198.38,414.1,1897.7,1462.6,845.25,7131.6,1666.18,15080.75,110.8,112.7,987.68,915.9,395.65,155.35,267.87,618.95,623.35,339.2,75.8,3049.7,968.05,1470.5,927.05,6775.55,219.4
2021-03-05T00:00:00,2879.5,2387.1,730.75,3852.85,49.0,230.9,3491.75,805.15,151.1,898.5,2587.75,39.68,1334.05,941.5,1530.0,3461.7,337.85,2201.1,609.45,1039.9,1316.7,197.29,406.4,1922.5,1463.55,840.4,7249.0,1678.29,14938.1,108.7,114.95,988.98,903.55,383.65,153.84,257.84,611.2,615.0,325.15,73.33,3008.05,959.7,1474.2,881.4,6810.3,210.43
2021-03-08T00:00:00,2866.6,2382.7,743.3,3798.75,48.35,233.35,3463.2,809.25,153.15,898.45,2583.25,39.7,1338.93,961.9,1519.5,3463.95,336.6,2174.55,608.05,1018.25,1335.75,196.77,407.85,1915.85,1515.2,851.0,7259.5,1685.25,14956.2,110.55,118.25,994.61,923.85,389.6,154.2,253.17,614.8,608.48,321.25,73.73,3006.95,968.5,1456.75,884.6,6668.15,208.45
2021-03-09T00:00:00,2886.1,2422.7,745.45,3798.75,46.67,222.95,3426.75,797.0,151.7,889.66,2592.7,39.83,1360.94,973.15,1562.5,3448.85,333.25,2198.5,625.1,1024.8,1345.55,196.58,401.6,1978.95,1508.3,852.0,7301.55,1691.08,15098.4,109.5,116.75,994.58,971.3,387.6,155.56,254.05,612.6,604.19,315.2,70.68,3050.95,988.15,1456.9,905.75,6697.4,209.6
2021-03-10T00:00:00,2904.1,2431.95,760.75,3867.55,46.58,222.75,3480.35,812.4,150.95,900.08,2672.3,39.91,1379.57,988.5,1555.75,3419.35,340.35,2227.85,625.6,1039.85,1368.15,195.35,414.0,1963.95,1524.2,863.8,7272.1,1693.15,15174.8,109.65,114.4,990.45,940.75,387.7,156.24,263.08,626.0,613.32,321.45,72.45,3070.95,1008.75,1471.25,912.2,6764.05,213.35
2021-03-12T00:00:00,2976.35,2401.35,750.6,3746.4,46.68,228.78,3434.25,805.95,150.5,885.3,2637.5,39.62,1374.04,979.25,1551.95,3350.55,330.2,2204.75,612.85,1022.65,1374.85,194.12,418.75,1935.15,1514.0,855.8,7096.2,1672.25,15030.95,109.1,115.05,970.32,914.2,381.1,155.25,265.09,613.6,607.69,317.55,72.0,3057.95,1003.25,1482.5,876.55,6638.15,212.6
2021-03-15T00:00:00,2996.6,2355.0,744.4,3664.65,45.7,230.28,3450.4,805.5,146.9,868.45,2669.45,39.89,1378.62,992.35,1528.65,3264.15,333.8,2210.85,603.5,1038.65,1373.6,194.36,429.65,1918.65,1483.75,844.4,7089.3,1683.31,14929.5,110.5,114.35,957.29,920.0,383.9,154.22,255.32,605.5,600.19,318.55,73.64,3066.15,1026.65,1492.2,845.85,6561.45,213.18
2021-03-16T00:00:00,3073.25,2468.6,737.75,3654.45,45.95,226.93,3489.1,792.3,145.7,889.94,2661.05,40.09,1379.02,1007.25,1512.15,3255.05,333.9,2244.05,594.95,1034.7,1384.0,196.63,425.95,1903.2,1461.8,842.85,7150.3,1674.2,14910.45,109.55,115.1,953.53,914.05,378.55,152.65,264.59,602.3,603.15,319.95,72.41,3110.05,1026.55,1500.95,849.25,6639.95,214.65
2021-03-17T00:00:00,2997.4,2422.95,727.9,3569.6,44.62,216.03,3467.9,772.15,139.85,871.17,2647.0,39.91,1361.69,987.45,1495.35,3190.55,326.4,2226.3,589.5,1008.95,1387.0,199.23,422.5,1868.35,1437.65,836.95,7064.65,1645.58,14721.3,106.55,109.35,932.99,888.95,368.15,151.97,264.32,584.75,595.94,305.8,70.44,3112.95,1020.05,1472.55,822.55,6520.25,209.83
2021-03-18T00:00:00,2958.7,2404.55,718.75,3664.5,43.27,213.45,3439.65,755.15,137.05,842.55,2664.6,40.07,1382.3,947.75,1491.0,3107.2,331.8,2215.2,578.6,1002.8,1337.1,205.9,423.15,1830.4,1428.1,845.65,7113.75,1620.13,14557.85,103.8,110.2,911.99,890.45,367.1,148.94,265.15,574.55,587.59,307.0,70.49,3036.5,996.2,1468.2,823.15,6510.05,205.08
2021-03-19T00:00:00,2934.6,2411.25,726.25,3650.05,42.65,216.48,3466.6,760.65,136.3,854.89,2661.5,40.17,1405.66,960.45,1497.5,3119.15,335.1,2312.05,586.65,1011.9,1344.45,210.91,440.55,1834.15,1411.25,850.3,7113.55,1645.09,14744.0,108.5,110.5,945.08,906.7,371.15,150.89,274.79,578.3,592.88,308.95,73.3,3050.2,989.45,1465.45,799.2,6672.0,205.25
2021-03-22T00:00:00,2905.1,2425.7,716.2,3664.75,42.65,219.68,3564.4,772.85,135.65,870.79,2676.85,39.76,1408.3,978.75,1469.15,3095.85,339.75,2353.2,573.45,968.15,1370.8,213.8,445.3,1822.65,1400.05,853.05,7101.25,1658.81,14736.4,109.85,109.6,936.19,900.2,367.0,150.41,276.28,591.0,612.93,303.05,74.35,3129.65,1013.55,1460.3,800.0,6728.0,207.23
2021-03-23T00:00:00,2946.75,2410.3,730.55,3678.35,42.2,218.25,3568.4,776.1,135.25,874.45,2702.75,39.83,1405.66,980.85,1500.15,3067.45,331.7,2337.3,586.4,990.05,1371.55,210.2,441.8,1812.65,1404.35,844.65,7186.25,1668.14,14814.75,108.65,107.15,947.58,898.9,372.7,151.73,281.26,587.85,626.31,307.4,74.12,3142.6,1013.85,1495.35,813.8,6939.1,207.75
2021-03-24T00:00:00,2919.6,2443.55,706.4,3603.55,40.82,214.98,3537.75,792.95,132.3,870.1,2660.65,40.03,1382.15,975.65,1478.8,3033.85,317.75,2318.6,567.5,958.7,1353.75,204.29,437.35,1782.45,1369.15,811.4,7066.2,1644.81,14549.4,106.0,104.8,929.33,880.7,359.85,147.78,280.36,585.3,621.37,294.45,70.28,3121.1,992.15,1488.15,785.05,6858.65,205.5
2021-03-25T00:00:00,2809.35,2402.2,694.6,3501.6,39.75,209.48,3443.85,787.25,128.1,876.11,2580.45,39.98,1367.31,957.05,1463.35,2941.65,314.0,2237.05,571.55,957.8,1333.8,200.17,438.0,1762.9,1371.1,791.7,6786.85,1617.01,14324.9,103.0,102.0,903.98,864.1,355.2,145.79,274.4,575.75,607.3,285.55,72.32,3064.85,968.7,1450.85,757.95,6666.5,199.83
2021-03-26T00:00:00,2851.7,2505.15,698.2,3600.05,40.8,212.1,3504.6,787.45,129.6,881.2,2560.55,39.86,1400.03,958.55,1491.3,2937.8,327.15,2317.9,578.55,952.75,1336.2,199.51,445.2,1771.05,1398.3,799.35,6784.45,1657.18,14507.3,104.2,102.4,905.43,873.95,357.2,147.27,285.83,587.2,620.58,296.4,76.69,3066.8,991.0,1505.85,760.05,6735.25,201.95
2021-03-30T00:00:00,2925.6,2578.05,695.35,3666.7,41.93,215.4,3616.0,812.2,132.95,903.64,2639.95,39.6,1416.97,995.8,1553.7,2963.85,326.3,2398.75,591.45,961.05,1385.3,202.96,467.45,1781.25,1423.55,795.0,6851.8,1716.5,14845.1,107.7,103.5,921.16,872.15,360.8,150.3,284.12,597.7,621.18,297.05,80.0,3158.55,1016.9,1552.2,760.65,6785.6,209.05
2021-03-31T00:00:00,2902.65,2537.4,697.45,3670.6,41.7,213.98,3625.05,815.1,130.35,903.2,2603.95,39.43,1444.81,982.65,1493.65,2913.6,326.85,2431.5,582.1,954.45,1368.05,206.7,468.45,1753.0,1418.9,795.25,6859.2,1716.52,14690.7,106.55,102.15,909.27,880.85,364.3,149.28,284.46,597.8,631.05,301.8,81.19,3177.85,991.45,1558.05,751.05,6737.95,207.08
2021-04-01T00:00:00,2894.05,2551.75,713.0,3743.05,42.03,218.7,3618.5,818.3,132.15,917.53,2631.15,39.98,1448.74,1002.6,1486.75,2956.1,350.25,2399.1,594.4,993.3,1385.2,208.17,508.75,1804.55,1444.6,807.6,6923.9,1708.32,14867.35,107.9,104.35,917.78,883.45,370.65,150.52,294.54,610.75,642.17,307.75,86.31,3165.0,992.15,1559.35,750.85,6898.85,208.2
2021-04-05T00:00:00,2919.5,2510.65,685.25,3598.5,43.8,214.03,3700.35,819.75,129.8,911.32,2517.2,40.27,1440.77,1033.5,1449.6,2886.9,350.65,2373.2,571.25,937.35,1409.9,201.07,517.5,1759.2,1403.8,774.45,6768.55,1688.06,14637.8,106.3,103.45,904.5,872.55,353.55,148.59,284.03,608.8,637.03,305.05,86.78,3238.9,997.7,1535.0,729.45,6795.8,212.73
