,ASIANPAINT,EICHERMOT,HEROMOTOCO,TATAMOTORS,APOLLOHOSP,SBIN,M&M,BEL,JSWSTEEL,ICICIBANK,INDUSINDBK,ONGC,BAJAJ-AUTO,BRITANNIA,NESTLEIND,HINDALCO,RELIANCE,TRENT,TATASTEEL,DRREDDY,SHRIRAMFIN,KOTAKBANK,HDFCBANK,AXISBANK,NTPC,TECHM,SBILIFE,CIPLA,GRASIM,HINDUNILVR,LT,TATACONSUM,WIPRO,TITAN,BPCL,INFY,SUNPHARMA,TCS,MARUTI,HCLTECH,COALINDIA,ULTRACEMCO,GOLDIETF
0,2498.5,5689.0,4332.3,692.6,7482.5,811.2,3175.8,418.15,1034.1,1431.9,850.8,244.14,8360.5,5845.0,2433.1,674.3,1549.4,5422.0,158.08,1272.6,681.4,2220.1,2012.0,1167.0,345.0,1616.1,1812.8,1494.0,2805.3,2432.2,3578.6,1100.0,266.95,3442.7,351.25,1630.1,1676.2,3378.8,12459.0,1676.4,385.8,12470.0,82.75
0,2498.5,5689.0,4333.0,692.6,7482.5,811.35,3175.5,418.15,1034.2,1431.9,850.8,244.15,8362.0,5845.0,2433.1,674.45,1549.5,5422.0,158.09,1272.0,681.4,2220.4,2012.3,1167.2,344.9,1616.0,1813.2,1493.9,2804.2,2432.1,3580.6,1100.5,266.95,3443.0,351.15,1629.4,1676.1,3378.8,12456.0,1676.4,385.95,12472.0,82.73
0,2498.6,5689.0,4332.2,692.6,7482.5,811.25,3175.5,418.3,1034.0,1431.5,850.8,244.25,8360.5,5845.5,2433.1,674.35,1549.5,5424.0,158.14,1272.0,681.4,2220.3,2012.6,1167.0,344.95,1615.8,1812.5,1493.9,2805.4,2431.7,3580.5,1100.5,266.85,3442.9,351.15,1629.6,1675.8,3378.7,12458.0,1676.7,385.9,12475.0,82.72
0,2498.5,5688.5,4332.1,692.6,7482.5,811.2,3175.5,418.15,1034.3,1431.4,850.7,244.3,8362.0,5844.5,2433.1,674.45,1549.4,5422.0,158.1,1272.6,681.35,2220.3,2012.6,1167.1,344.8,1615.5,1813.2,1493.9,2805.4,2431.3,3580.0,1100.5,266.9,3443.0,351.15,1629.4,1675.9,3378.6,12456.0,1676.5,385.85,12476.0,82.75
0,2498.5,5689.0,4332.1,692.55,7482.5,811.25,3175.5,418.2,1034.1,1431.5,850.7,244.2,8362.0,5844.0,2433.8,674.45,1549.5,5422.0,158.07,1272.3,681.5,2219.5,2012.7,1167.1,344.95,1615.7,1813.2,1494.4,2805.7,2431.1,3580.7,1100.4,266.85,3443.0,351.25,1629.5,1675.7,3379.8,12458.0,1676.7,385.8,12471.0,82.75
0,2498.6,5688.0,4332.1,692.55,7483.0,811.4,3174.7,418.15,1034.2,1431.7,850.7,244.19,8363.5,5845.5,2433.8,674.5,1549.7,5422.0,158.09,1272.3,681.75,2220.3,2012.9,1167.1,344.95,1616.2,1813.2,1493.9,2805.8,2432.0,3581.9,1100.5,266.9,3443.0,351.25,1629.4,1675.8,3380.4,12456.0,1676.8,385.85,12475.0,82.72
0,2498.0,5688.0,4332.5,692.5,7482.0,811.2,3175.4,418.05,1033.8,1431.9,850.65,244.15,8363.0,5845.0,2433.1,674.5,1549.8,5423.5,158.09,1272.6,681.85,2219.8,2012.7,1167.2,344.95,1616.2,1812.5,1493.7,2804.6,2430.6,3580.1,1100.5,266.9,3442.2,351.25,1629.4,1675.5,3380.8,12457.0,1676.8,385.9,12470.0,82.71
0,2497.9,5689.0,4331.8,692.7,7484.0,811.3,3174.5,418.05,1034.1,1432.3,850.65,244.18,8363.0,5844.0,2433.7,674.4,1549.9,5422.0,158.07,1272.7,681.6,2219.8,2012.7,1167.1,344.9,1616.3,1812.8,1493.8,2805.8,2431.9,3581.7,1100.5,266.9,3442.2,351.25,1629.1,1675.2,3380.5,12460.0,1676.8,385.8,12477.0,82.73
0,2499.0,5686.0,4331.3,692.7,7485.0,811.3,3175.8,418.1,1033.9,1432.3,850.65,244.14,8363.0,5844.0,2433.1,674.05,1549.9,5422.0,158.13,1272.8,681.7,2220.4,2012.7,1167.1,344.95,1616.2,1812.7,1493.7,2805.8,2431.0,3580.6,1100.5,266.8,3442.5,351.2,1629.6,1675.7,3380.6,12456.0,1676.8,385.8,12471.0,82.73
0,2498.7,5686.5,4332.1,692.6,7484.5,811.2,3175.8,418.1,1033.8,1432.2,850.6,244.14,8362.0,5846.0,2433.7,673.9,1549.9,5421.5,158.1,1272.4,681.3,2220.0,2012.7,1167.0,344.85,1616.0,1812.5,1493.3,2804.6,2431.1,3580.4,1100.1,266.8,3442.5,351.2,1629.3,1675.6,3380.5,12456.0,1676.7,385.8,12473.0,82.7
0,2497.9,5688.0,4331.0,692.55,7482.0,811.05,3174.0,418.05,1033.8,1432.2,850.6,244.1,8361.5,5845.5,2433.0,674.0,1549.8,5423.5,158.07,1272.4,681.25,2220.0,2012.9,1167.1,345.0,1615.7,1812.8,1493.7,2804.3,2429.9,3579.9,1099.7,266.9,3442.3,351.2,1629.8,1675.2,3380.8,12455.0,1676.9,385.85,12471.0,82.71
0,2497.8,5685.0,4330.3,692.5,7482.0,811.15,3174.0,418.1,1033.8,1432.1,850.45,244.08,8361.5,5845.5,2432.2,673.9,1549.5,5423.5,158.07,1272.4,681.3,2220.3,2012.5,1167.0,344.95,1615.4,1812.5,1493.1,2805.3,2429.9,3579.5,1099.3,266.9,3442.3,351.3,1629.4,1675.2,3380.4,12455.0,1677.0,385.8,12475.0,82.71
0,2497.8,5685.0,4330.6,692.55,7482.0,811.05,3173.6,418.1,1034.3,1431.6,850.3,244.09,8361.5,5845.0,2432.2,673.95,1549.7,5424.5,158.1,1272.3,681.5,2220.0,2012.3,1167.1,344.85,1615.3,1812.5,1493.7,2804.3,2429.3,3580.6,1099.6,266.75,3442.5,351.15,1629.3,1675.5,3380.3,12456.0,1677.2,385.85,12472.0,82.69
0,2498.0,5684.0,4330.3,692.5,7482.0,811.1,3173.6,418.1,1034.2,1431.6,850.45,244.14,8361.5,5844.0,2432.7,673.9,1549.3,5422.0,158.08,1272.3,681.15,2220.5,2012.3,1166.9,344.9,1615.6,1812.9,1492.9,2805.3,2429.5,3580.0,1099.6,266.8,3443.0,351.2,1629.7,1675.5,3380.2,12458.0,1677.0,385.85,12475.0,82.69
0,2498.5,5685.0,4330.0,692.55,7482.0,811.1,3174.0,418.05,1034.1,1431.6,850.35,244.15,8361.5,5844.0,2432.7,673.95,1548.8,5422.5,158.08,1271.7,681.2,2220.3,2012.6,1167.0,344.9,1615.3,1813.0,1493.5,2805.3,2429.9,3580.0,1099.6,266.9,3442.3,351.2,1629.5,1675.7,3380.1,12458.0,1677.1,385.85,12472.0,82.7
0,2497.7,5685.0,4330.0,692.55,7482.5,811.05,3173.6,418.1,1033.9,1431.4,850.35,244.15,8361.5,5845.0,2432.8,673.85,1549.5,5424.0,158.16,1271.4,681.15,2219.5,2012.3,1167.0,345.1,1616.0,1812.9,1493.2,2804.9,2430.3,3580.8,1099.6,266.8,3442.3,351.25,1629.9,1675.5,3380.2,12459.0,1677.2,385.8,12472.0,82.7
0,2498.7,5685.0,4330.0,692.5,7483.5,811.1,3175.0,418.1,1033.7,1431.5,850.35,244.15,8362.5,5845.5,2432.8,674.0,1549.8,5424.0,158.12,1271.6,681.35,2219.8,2011.9,1167.2,345.1,1616.3,1812.9,1493.5,2804.8,2430.1,3580.7,1099.6,266.75,3442.3,351.2,1629.5,1675.5,3381.2,12459.0,1677.5,385.8,12474.0,82.7
0,2498.0,5684.5,4330.1,692.55,7483.0,811.05,3175.0,418.1,1033.7,1431.5,850.3,244.15,8360.5,5846.0,2432.1,673.9,1549.3,5424.0,158.1,1271.0,681.35,2219.9,2012.1,1167.1,345.0,1616.0,1812.6,1492.3,2803.8,2430.0,3581.3,1099.6,266.8,3442.9,351.2,1629.6,1675.3,3381.1,12460.0,1677.3,385.8,12471.0,82.7
0,2498.7,5685.0,4330.2,692.55,7484.5,811.05,3175.1,418.2,1033.9,1431.5,850.35,244.13,8360.5,5847.0,2432.8,673.9,1549.2,5424.0,158.1,1271.4,681.45,2220.4,2012.3,1167.2,345.05,1616.2,1813.0,1492.0,2804.7,2429.5,3580.1,1099.8,267.05,3442.6,351.2,1629.7,1675.2,3380.3,12460.0,1677.3,385.9,12473.0,82.7
0,2498.7,5682.5,4330.0,692.55,7484.5,810.95,3175.2,418.1,1034.2,1431.5,850.35,244.22,8360.5,5847.5,2431.8,673.75,1549.4,5424.0,158.19,1271.0,681.45,2220.5,2012.4,1167.3,345.05,1616.6,1813.2,1492.0,2804.7,2429.1,3580.0,1099.3,267.0,3443.0,351.15,1629.8,1674.7,3380.2,12460.0,1677.7,385.9,12473.0,82.7
0,2499.2,5682.5,4330.1,692.6,7484.5,811.1,3175.5,418.1,1034.2,1431.6,850.1,244.23,8362.5,5848.0,2432.5,673.85,1549.6,5424.0,158.17,1271.0,681.6,2220.0,2012.5,1167.2,345.05,1615.9,1813.1,1492.0,2804.8,2428.8,3580.0,1099.1,267.0,3443.0,351.3,1629.7,1675.0,3380.0,12456.0,1677.8,385.8,12474.0,82.7
0,2499.0,5682.0,4330.0,692.5,7484.5,811.0,3174.7,418.15,1034.0,1431.7,850.3,244.15,8361.0,5848.0,2431.8,673.75,1549.6,5424.0,158.16,1271.1,681.6,2220.0,2012.1,1167.1,345.05,1614.2,1813.2,1492.1,2804.8,2427.6,3579.9,1098.9,267.0,3442.0,351.35,1629.5,1675.6,3380.1,12457.0,1677.7,385.8,12471.0,82.7
0,2499.4,5683.5,4330.2,692.6,7483.5,811.05,3175.0,418.1,1033.9,1431.7,850.35,244.16,8361.0,5847.0,2432.5,673.75,1549.5,5422.5,158.16,1271.4,681.6,2219.3,2012.1,1167.1,345.05,1613.5,1813.2,1492.1,2804.9,2428.2,3580.6,1099.0,266.9,3442.0,351.35,1629.7,1675.6,3380.0,12457.0,1677.6,385.85,12476.0,82.7
0,2498.6,5684.5,4330.2,692.6,7485.5,811.0,3175.4,418.15,1033.9,1431.7,850.35,244.19,8360.5,5846.5,2432.5,673.65,1549.7,5424.5,158.13,1271.9,681.5,2219.1,2011.7,1167.1,345.05,1612.6,1813.2,1492.1,2804.8,2428.7,3581.1,1099.0,267.0,3442.0,351.4,1629.7,1675.5,3380.2,12456.0,1677.7,385.85,12474.0,82.72
0,2499.8,5685.0,4330.0,692.6,7486.5,811.0,3175.2,418.15,1033.9,1431.8,850.35,244.26,8361.0,5847.0,2431.8,673.5,1549.7,5423.0,158.12,1272.1,681.7,2220.0,2011.9,1167.1,345.05,1612.9,1813.2,1492.4,2804.0,2428.4,3579.9,1099.0,267.0,3441.9,351.4,1629.4,1675.5,3379.9,12456.0,1677.3,385.9,12475.0,82.71
0,2499.7,5685.0,4330.6,692.55,7486.5,810.95,3175.3,418.15,1033.7,1431.8,850.35,244.19,8361.0,5845.0,2431.8,673.5,1549.7,5421.5,158.1,1272.4,681.8,2219.2,2011.9,1167.1,345.1,1613.1,1812.5,1492.0,2804.0,2428.1,3581.6,1098.5,267.0,3441.9,351.45,1629.4,1675.3,3379.8,12457.0,1677.5,385.9,12473.0,82.7
0,2499.1,5682.5,4331.0,692.55,7487.5,811.05,3174.6,418.1,1034.0,1431.9,850.35,244.19,8361.0,5847.5,2432.7,673.7,1549.7,5422.0,158.17,1272.4,681.8,2219.2,2011.7,1167.1,345.1,1613.9,1812.8,1492.4,2804.0,2427.8,3581.5,1098.6,266.9,3442.0,351.4,1629.6,1675.3,3380.0,12462.0,1677.5,385.8,12477.0,82.71
0,2499.5,5685.0,4331.5,692.55,7485.0,810.9,3176.3,418.1,1034.2,1431.9,850.35,244.2,8360.0,5844.5,2431.8,673.7,1549.7,5422.0,158.13,1272.6,681.7,2219.0,2011.6,1167.2,345.1,1614.2,1812.5,1492.6,2804.6,2426.5,3581.5,1099.0,266.95,3442.0,351.4,1630.0,1675.3,3379.9,12458.0,1677.6,385.85,12477.0,82.68
0,2499.0,5685.0,4330.8,692.55,7484.5,811.1,3176.2,418.1,1033.9,1431.9,850.15,244.25,8360.5,5847.0,2431.9,673.4,1549.9,5424.0,158.1,1272.2,681.65,2219.0,2011.9,1167.2,345.1,1614.1,1813.1,1492.2,2804.5,2426.6,3581.6,1099.0,267.05,3442.0,351.4,1629.9,1675.5,3379.9,12461.0,1677.6,385.85,12478.0,82.67
0,2499.7,5684.0,4330.6,692.55,7485.5,811.05,3176.0,418.15,1034.2,1431.9,850.35,244.19,8360.5,5846.0,2431.8,673.6,1549.8,5424.5,158.17,1272.0,681.6,2219.0,2011.7,1167.2,345.1,1614.4,1813.1,1492.0,2804.6,2427.0,3580.2,1099.0,266.95,3442.0,351.4,1629.9,1675.0,3380.0,12460.0,1677.8,385.95,12476.0,82.68
0,2499.5,5683.0,4330.2,692.5,7485.5,811.2,3175.5,418.0,1034.0,1431.9,850.35,244.27,8360.0,5844.0,2431.8,673.6,1549.8,5424.5,158.14,1272.5,681.6,2219.0,2011.4,1167.1,345.0,1614.4,1812.5,1492.0,2804.6,2427.5,3580.2,1099.0,267.05,3442.0,351.4,1629.6,1675.3,3379.9,12461.0,1677.7,385.95,12473.0,82.66
0,2499.2,5681.5,4330.2,692.7,7486.0,810.9,3176.0,418.0,1034.3,1431.9,850.25,244.23,8360.0,5846.5,2431.9,673.55,1549.7,5423.0,158.17,1272.4,681.6,2219.0,2011.4,1167.2,345.0,1615.1,1813.1,1493.0,2804.9,2427.9,3580.0,1099.0,267.1,3442.0,351.4,1629.5,1675.0,3379.9,12460.0,1677.0,385.9,12473.0,82.66
0,2499.3,5684.0,4330.1,692.7,7484.5,810.9,3176.3,418.0,1034.0,1431.9,850.15,244.23,8360.5,5847.0,2431.8,673.5,1549.4,5422.5,158.15,1272.2,681.5,2219.0,2011.5,1167.1,345.05,1615.3,1812.5,1492.6,2804.9,2428.0,3581.5,1099.0,267.2,3441.9,351.4,1629.6,1675.1,3379.8,12461.0,1677.6,385.85,12475.0,82.66
0,2499.5,5684.0,4330.6,692.75,7486.0,810.9,3176.0,418.1,1034.1,1431.8,850.1,244.23,8360.0,5847.5,2431.9,673.6,1549.8,5422.5,158.13,1272.0,681.6,2219.3,2011.7,1167.1,345.05,1614.0,1813.2,1492.7,2804.9,2427.9,3580.4,1099.0,267.2,3442.0,351.4,1629.4,1675.3,3379.9,12465.0,1677.7,385.9,12472.0,82.65
0,2499.5,5683.5,4330.0,692.65,7487.0,810.9,3175.8,418.05,1034.3,1431.4,850.15,244.23,8360.0,5845.5,2431.3,673.6,1549.8,5422.0,158.12,1272.2,681.8,2219.3,2011.6,1167.0,345.1,1614.3,1813.6,1492.8,2804.8,2428.1,3580.9,1099.0,267.05,3441.8,351.4,1629.4,1675.0,3380.0,12464.0,1677.7,385.85,12473.0,82.65
0,2499.4,5683.0,4330.8,692.65,7483.5,811.05,3175.8,418.0,1034.4,1431.4,850.15,244.24,8360.5,5845.0,2431.2,673.6,1549.8,5422.5,158.11,1272.0,681.75,2219.3,2011.2,1167.1,345.1,1614.6,1813.9,1493.1,2805.0,2428.1,3580.0,1098.6,267.15,3441.8,351.2,1629.4,1675.0,3380.0,12464.0,1677.4,385.85,12477.0,82.64
0,2499.5,5684.0,4330.0,692.6,7483.5,810.9,3176.0,418.05,1034.4,1431.2,850.15,244.22,8360.0,5846.5,2431.8,673.55,1549.7,5422.0,158.14,1272.2,681.75,2219.3,2011.3,1167.1,345.1,1614.7,1813.4,1493.4,2807.8,2427.7,3581.5,1099.0,267.05,3439.5,351.4,1629.4,1675.3,3379.9,12465.0,1677.6,385.85,12472.0,82.62
0,2499.6,5683.0,4330.0,692.65,7483.5,811.0,3175.1,418.05,1034.4,1431.2,850.1,244.3,8360.5,5843.5,2431.2,673.95,1549.9,5421.5,158.12,1272.1,681.8,2219.5,2011.2,1167.1,345.05,1614.7,1813.2,1493.4,2807.9,2427.3,3580.8,1098.9,267.15,3431.6,351.45,1629.5,1675.4,3379.9,12463.0,1677.7,385.85,12475.0,82.62
0,2499.8,5684.0,4330.0,692.6,7485.0,810.85,3175.3,418.1,1034.6,1431.0,850.0,244.3,8360.5,5842.0,2431.0,673.75,1549.8,5422.0,158.1,1272.1,681.7,2218.8,2010.4,1167.2,345.1,1614.0,1813.6,1493.2,2807.3,2428.0,3580.7,1098.9,267.15,3427.7,351.25,1629.3,1675.3,3379.8,12462.0,1677.7,385.95,12477.0,82.62
