,Datetime,Open,High,Low,Close,Volume,ScripName,ScripCode
0,2021-01-01T00:00:00,13996.1,14049.85,13991.35,14018.5,0,NIFTY,999920000
1,2021-01-04T00:00:00,14104.35,14147.95,13953.75,14132.9,0,NIFTY,999920000
2,2021-01-05T00:00:00,14075.15,14215.6,14048.15,14199.5,0,NIFTY,999920000
3,2021-01-06T00:00:00,14240.95,14244.15,14039.9,14146.25,0,NIFTY,999920000
4,2021-01-07T00:00:00,14253.75,14256.25,14123.1,14137.35,0,NIFTY,999920000
5,2021-01-08T00:00:00,14258.4,14367.3,14221.65,14347.25,0,NIFTY,999920000
6,2021-01-11T00:00:00,14474.05,14498.2,14383.1,14484.75,0,NIFTY,999920000
7,2021-01-12T00:00:00,14473.8,14590.65,14432.85,14563.45,0,NIFTY,999920000
8,2021-01-13T00:00:00,14639.8,14653.35,14435.7,14564.85,0,NIFTY,999920000
9,2021-01-14T00:00:00,14550.05,14617.8,14471.5,14595.6,0,NIFTY,999920000
10,2021-01-15T00:00:00,14594.35,14617.45,14357.85,14433.7,0,NIFTY,999920000
11,2021-01-18T00:00:00,14453.3,14459.15,14222.8,14281.3,0,NIFTY,999920000
12,2021-01-19T00:00:00,14371.65,14546.05,14350.85,14521.15,0,NIFTY,999920000
13,2021-01-20T00:00:00,14538.3,14666.45,14517.55,14644.7,0,NIFTY,999920000
14,2021-01-21T00:00:00,14730.95,14753.55,14517.25,14590.35,0,NIFTY,999920000
15,2021-01-22T00:00:00,14583.4,14619.9,14357.75,14371.9,0,NIFTY,999920000
16,2021-01-25T00:00:00,14477.8,14491.1,14218.6,14238.9,0,NIFTY,999920000
17,2021-01-27T00:00:00,14237.95,14237.95,13929.3,13967.5,0,NIFTY,999920000
18,2021-01-28T00:00:00,13810.4,13898.25,13713.25,13817.55,0,NIFTY,999920000
19,2021-01-29T00:00:00,13946.6,13966.85,13596.75,13634.6,0,NIFTY,999920000
20,2021-02-01T00:00:00,13758.6,14336.35,13661.75,14281.2,0,NIFTY,999920000
21,2021-02-02T00:00:00,14481.1,14731.7,14469.15,14647.85,0,NIFTY,999920000
22,2021-02-03T00:00:00,14754.9,14868.85,14574.15,14789.95,0,NIFTY,999920000
23,2021-02-04T00:00:00,14789.05,14913.7,14714.75,14895.65,0,NIFTY,999920000
24,2021-02-05T00:00:00,14952.6,15014.65,14864.75,14924.25,0,NIFTY,999920000
25,2021-02-08T00:00:00,15064.3,15159.9,15041.05,15115.8,0,NIFTY,999920000
26,2021-02-09T00:00:00,15164.15,15257.1,15064.3,15109.3,0,NIFTY,999920000
27,2021-02-10T00:00:00,15119.05,15168.25,14977.2,15106.5,0,NIFTY,999920000
28,2021-02-11T00:00:00,15073.25,15188.5,15065.4,15173.3,0,NIFTY,999920000
29,2021-02-12T00:00:00,15186.2,15243.5,15081.0,15163.3,0,NIFTY,999920000
30,2021-02-15T00:00:00,15270.3,15340.15,15243.4,15314.7,0,NIFTY,999920000
31,2021-02-16T00:00:00,15371.45,15431.75,15242.2,15313.45,0,NIFTY,999920000
