,Datetime,Open,High,Low,Close,Volume,ScripName,ScripCode
0,2021-01-01T00:00:00,7654.0,7748.5,7650.0,7691.3,767574,MARUTI,10999
1,2021-01-04T00:00:00,7739.0,7755.2,7642.6,7702.3,598645,MARUTI,10999
2,2021-01-05T00:00:00,7660.0,7673.0,7586.0,7655.45,562668,MARUTI,10999
3,2021-01-06T00:00:00,7654.0,7749.0,7555.5,7628.6,840678,MARUTI,10999
4,2021-01-07T00:00:00,7676.0,7704.4,7552.1,7566.05,642968,MARUTI,10999
5,2021-01-08T00:00:00,7600.0,8060.0,7600.0,8014.9,2557157,MARUTI,10999
6,2021-01-11T00:00:00,8099.0,8288.0,7882.4,8232.75,2182019,MARUTI,10999
7,2021-01-12T00:00:00,8161.0,8329.0,8140.0,8188.05,1514072,MARUTI,10999
8,2021-01-13T00:00:00,8188.0,8250.0,8111.0,8139.85,877225,MARUTI,10999
9,2021-01-14T00:00:00,8164.8,8180.0,8023.45,8149.45,718274,MARUTI,10999
10,2021-01-15T00:00:00,8157.15,8219.5,8000.05,8024.75,751177,MARUTI,10999
11,2021-01-18T00:00:00,8011.0,8023.95,7745.0,7830.65,771183,MARUTI,10999
12,2021-01-19T00:00:00,7900.0,7990.3,7835.0,7922.6,779892,MARUTI,10999
13,2021-01-20T00:00:00,7882.0,8170.0,7860.25,8144.95,999226,MARUTI,10999
14,2021-01-21T00:00:00,8205.0,8267.0,8021.45,8076.75,769494,MARUTI,10999
15,2021-01-22T00:00:00,8085.0,8308.0,8000.0,8048.85,1172914,MARUTI,10999
16,2021-01-25T00:00:00,8117.0,8164.7,7950.1,7981.5,753043,MARUTI,10999
17,2021-01-27T00:00:00,7992.95,8090.0,7820.5,7870.9,1080785,MARUTI,10999
18,2021-01-28T00:00:00,7840.0,7984.55,7562.0,7588.5,2085637,MARUTI,10999
19,2021-01-29T00:00:00,7685.0,7685.0,7170.0,7206.65,3069968,MARUTI,10999
20,2021-02-01T00:00:00,7265.2,7475.0,7152.0,7399.8,1611478,MARUTI,10999
21,2021-02-02T00:00:00,7534.9,7769.75,7490.15,7654.7,1700845,MARUTI,10999
22,2021-02-03T00:00:00,7680.0,7716.45,7475.85,7589.2,1491567,MARUTI,10999
23,2021-02-04T00:00:00,7600.0,7765.0,7529.05,7640.0,1198036,MARUTI,10999
24,2021-02-05T00:00:00,7680.0,7736.0,7461.0,7494.15,1128089,MARUTI,10999
