,Datetime,Open,High,Low,Close,Volume,ScripName,ScripCode
0,2021-01-01T00:00:00,3115.0,3120.8,3093.0,3102.65,408952,HEROMOTOCO,1348
1,2021-01-04T00:00:00,3112.0,3123.95,3037.25,3043.85,1599835,HEROMOTOCO,1348
2,2021-01-05T00:00:00,3052.0,3074.35,3031.0,3067.2,1150326,HEROMOTOCO,1348
3,2021-01-06T00:00:00,3081.3,3123.6,3046.0,3083.55,1370394,HEROMOTOCO,1348
4,2021-01-07T00:00:00,3094.0,3114.75,3034.0,3055.25,880259,HEROMOTOCO,1348
5,2021-01-08T00:00:00,3070.0,3165.95,3063.1,3161.1,1576465,HEROMOTOCO,1348
6,2021-01-11T00:00:00,3161.0,3224.9,3147.05,3197.7,1596027,HEROMOTOCO,1348
7,2021-01-12T00:00:00,3190.0,3295.0,3180.45,3248.25,1586336,HEROMOTOCO,1348
8,2021-01-13T00:00:00,3260.0,3318.0,3216.7,3256.8,1424073,HEROMOTOCO,1348
9,2021-01-14T00:00:00,3265.0,3295.0,3238.05,3266.6,803208,HEROMOTOCO,1348
10,2021-01-15T00:00:00,3250.0,3270.85,3174.0,3203.0,1199320,HEROMOTOCO,1348
11,2021-01-18T00:00:00,3200.0,3217.55,3082.25,3163.15,1280163,HEROMOTOCO,1348
12,2021-01-19T00:00:00,3170.5,3240.75,3170.5,3232.9,770832,HEROMOTOCO,1348
13,2021-01-20T00:00:00,3239.0,3292.5,3230.3,3275.6,841752,HEROMOTOCO,1348
14,2021-01-21T00:00:00,3275.6,3346.0,3219.7,3247.3,1300181,HEROMOTOCO,1348
15,2021-01-22T00:00:00,3265.0,3483.95,3258.9,3374.9,3813020,HEROMOTOCO,1348
16,2021-01-25T00:00:00,3417.95,3520.15,3357.05,3474.95,2266967,HEROMOTOCO,1348
17,2021-01-27T00:00:00,3450.0,3484.0,3329.95,3358.55,1333633,HEROMOTOCO,1348
18,2021-01-28T00:00:00,3338.95,3464.1,3325.15,3397.4,1986409,HEROMOTOCO,1348
19,2021-01-29T00:00:00,3419.9,3485.0,3226.4,3256.05,1718833,HEROMOTOCO,1348
