,Datetime,Open,High,Low,Close,Volume,ScripName,ScripCode
0,2021-01-01T00:00:00,2880.0,2940.0,2879.0,2928.25,2681440,TCS,11536
1,2021-01-04T00:00:00,2950.0,3050.75,2940.95,3039.45,5113293,TCS,11536
2,2021-01-05T00:00:00,3039.6,3114.25,3039.6,3093.0,5801309,TCS,11536
3,2021-01-06T00:00:00,3100.0,3113.5,3037.2,3051.5,3726716,TCS,11536
4,2021-01-07T00:00:00,3075.0,3080.85,3000.25,3032.8,3717827,TCS,11536
5,2021-01-08T00:00:00,3090.0,3128.0,3060.0,3120.9,5879039,TCS,11536
6,2021-01-11T00:00:00,3230.0,3230.0,3146.55,3176.45,9508039,TCS,11536
7,2021-01-12T00:00:00,3176.45,3210.0,3150.0,3174.85,3611458,TCS,11536
8,2021-01-13T00:00:00,3175.0,3177.0,3126.25,3158.95,3572801,TCS,11536
9,2021-01-14T00:00:00,3155.0,3266.5,3120.4,3250.7,6931542,TCS,11536
10,2021-01-15T00:00:00,3235.0,3274.0,3210.0,3233.35,4131692,TCS,11536
11,2021-01-18T00:00:00,3250.0,3256.75,3187.4,3221.75,4160906,TCS,11536
12,2021-01-19T00:00:00,3233.0,3279.0,3232.0,3260.7,2975735,TCS,11536
13,2021-01-20T00:00:00,3270.0,3327.95,3267.1,3308.8,3453446,TCS,11536
14,2021-01-21T00:00:00,3305.0,3309.15,3262.1,3273.85,2778546,TCS,11536
15,2021-01-22T00:00:00,3241.9,3325.0,3241.9,3303.1,3052459,TCS,11536
16,2021-01-25T00:00:00,3308.95,3339.8,3278.65,3291.3,2272887,TCS,11536
17,2021-01-27T00:00:00,3300.0,3306.45,3227.0,3261.05,2786662,TCS,11536
18,2021-01-28T00:00:00,3230.0,3275.0,3183.8,3196.55,3083938,TCS,11536
19,2021-01-29T00:00:00,3210.05,3216.85,3100.0,3111.35,5445659,TCS,11536
20,2021-02-01T00:00:00,3100.0,3165.0,3044.1,3139.35,3985846,TCS,11536
21,2021-02-02T00:00:00,3174.0,3224.0,3150.0,3203.45,2881837,TCS,11536
22,2021-02-03T00:00:00,3213.0,3236.0,3162.65,3200.05,2505866,TCS,11536
23,2021-02-04T00:00:00,3216.05,3237.85,3176.0,3188.45,2057261,TCS,11536
24,2021-02-05T00:00:00,3198.95,3205.85,3129.0,3157.95,2366135,TCS,11536
25,2021-02-08T00:00:00,3189.5,3226.0,3155.15,3214.1,2526592,TCS,11536
26,2021-02-09T00:00:00,3195.0,3245.8,3164.0,3176.9,2658751,TCS,11536
27,2021-02-10T00:00:00,3185.0,3219.4,3157.3,3213.3,2127983,TCS,11536
28,2021-02-11T00:00:00,3215.0,3219.3,3185.05,3206.0,1165882,TCS,11536
29,2021-02-12T00:00:00,3184.2,3245.5,3182.0,3190.8,2777404,TCS,11536
30,2021-02-15T00:00:00,3209.0,3209.0,3131.55,3139.85,2630853,TCS,11536
31,2021-02-16T00:00:00,3150.0,3167.65,3100.0,3108.8,3435770,TCS,11536
32,2021-02-17T00:00:00,3105.1,3132.85,3045.55,3073.1,3678426,TCS,11536
33,2021-02-18T00:00:00,3065.0,3097.9,3031.0,3057.35,4189909,TCS,11536
34,2021-02-19T00:00:00,3058.0,3087.15,3016.15,3071.85,3725028,TCS,11536
35,2021-02-22T00:00:00,3096.0,3096.0,2943.15,2958.45,5366696,TCS,11536
36,2021-02-23T00:00:00,2970.0,3028.0,2968.0,2980.2,3832829,TCS,11536
37,2021-02-24T00:00:00,2972.0,3003.35,2921.15,2948.1,3774549,TCS,11536
38,2021-02-25T00:00:00,2974.0,3029.9,2968.45,2995.3,4224073,TCS,11536
39,2021-02-26T00:00:00,2960.0,2972.35,2880.0,2894.3,5553153,TCS,11536
40,2021-03-01T00:00:00,2926.0,2965.0,2901.8,2924.2,3265871,TCS,11536
41,2021-03-02T00:00:00,2960.0,3025.0,2948.0,3006.35,3306469,TCS,11536
42,2021-03-03T00:00:00,3035.0,3064.0,2996.9,3059.1,3509857,TCS,11536
43,2021-03-04T00:00:00,3023.0,3081.45,3016.05,3049.7,3916760,TCS,11536
44,2021-03-05T00:00:00,3016.1,3063.2,2996.6,3008.05,3203686,TCS,11536
45,2021-03-08T00:00:00,3016.0,3033.0,2996.0,3006.95,2003125,TCS,11536
46,2021-03-09T00:00:00,3006.95,3066.9,2992.1,3050.95,1942397,TCS,11536
47,2021-03-10T00:00:00,3075.0,3093.2,3060.0,3070.95,3053778,TCS,11536
48,2021-03-12T00:00:00,3075.0,3117.0,3041.35,3057.95,2938317,TCS,11536
49,2021-03-15T00:00:00,3041.0,3099.0,3041.0,3066.15,3097140,TCS,11536
50,2021-03-16T00:00:00,3060.0,3141.0,3060.0,3110.05,4894756,TCS,11536
51,2021-03-17T00:00:00,3105.0,3155.0,3085.3,3112.95,3838390,TCS,11536
52,2021-03-18T00:00:00,3125.95,3146.45,2987.05,3036.5,3656306,TCS,11536
53,2021-03-19T00:00:00,3030.0,3099.0,3005.0,3050.2,5776626,TCS,11536
