,Datetime,Open,High,Low,Close,Volume,ScripName,ScripCode
0,2021-01-01T00:00:00,942.0,955.5,942.0,950.5,3142822,HCLTECH,7229
1,2021-01-04T00:00:00,959.0,984.7,952.65,980.4,5259092,HCLTECH,7229
2,2021-01-05T00:00:00,967.2,995.8,967.2,991.35,7150252,HCLTECH,7229
3,2021-01-06T00:00:00,997.9,998.0,966.1,978.2,5995748,HCLTECH,7229
4,2021-01-07T00:00:00,988.0,988.2,959.4,962.55,5261000,HCLTECH,7229
5,2021-01-08T00:00:00,974.9,1003.5,970.0,994.65,8034775,HCLTECH,7229
6,2021-01-11T00:00:00,1015.0,1059.05,1008.0,1055.1,13384331,HCLTECH,7229
7,2021-01-12T00:00:00,1052.0,1065.05,1038.7,1062.1,6700542,HCLTECH,7229
8,2021-01-13T00:00:00,1064.0,1067.0,1041.0,1055.95,6691409,HCLTECH,7229
9,2021-01-14T00:00:00,1049.0,1049.0,1006.6,1027.7,15021108,HCLTECH,7229
10,2021-01-15T00:00:00,1047.65,1052.85,984.0,989.8,23769415,HCLTECH,7229
11,2021-01-18T00:00:00,1000.0,1004.95,976.9,981.5,12947569,HCLTECH,7229
12,2021-01-19T00:00:00,988.0,997.0,979.35,983.85,6387923,HCLTECH,7229
13,2021-01-20T00:00:00,991.75,1009.65,987.55,999.25,7444118,HCLTECH,7229
14,2021-01-21T00:00:00,1009.0,1020.0,982.95,993.3,8857975,HCLTECH,7229
15,2021-01-22T00:00:00,991.7,1004.0,981.4,985.8,5379466,HCLTECH,7229
16,2021-01-25T00:00:00,997.0,997.0,941.0,947.5,7731883,HCLTECH,7229
17,2021-01-27T00:00:00,952.1,963.25,942.5,955.5,7531736,HCLTECH,7229
18,2021-01-28T00:00:00,948.8,952.4,930.1,933.95,6960905,HCLTECH,7229
19,2021-01-29T00:00:00,941.0,949.5,909.5,914.0,7692663,HCLTECH,7229
20,2021-02-01T00:00:00,919.0,933.75,896.35,928.35,8651478,HCLTECH,7229
21,2021-02-02T00:00:00,947.0,963.0,935.55,954.65,7690178,HCLTECH,7229
22,2021-02-03T00:00:00,966.0,973.3,952.55,959.9,6354619,HCLTECH,7229
23,2021-02-04T00:00:00,964.7,970.45,950.15,957.65,4623148,HCLTECH,7229
24,2021-02-05T00:00:00,960.8,963.9,940.05,946.15,4631703,HCLTECH,7229
25,2021-02-08T00:00:00,955.0,964.4,941.35,957.75,6509526,HCLTECH,7229
26,2021-02-09T00:00:00,965.0,981.9,946.6,951.6,7557977,HCLTECH,7229
27,2021-02-10T00:00:00,955.05,965.1,946.15,959.45,4896963,HCLTECH,7229
28,2021-02-11T00:00:00,959.45,972.5,953.05,970.4,3745595,HCLTECH,7229
29,2021-02-12T00:00:00,975.0,986.5,957.6,960.4,8045740,HCLTECH,7229
30,2021-02-15T00:00:00,970.0,971.25,950.1,954.65,4643228,HCLTECH,7229
31,2021-02-16T00:00:00,957.0,962.25,944.1,952.3,3277086,HCLTECH,7229
32,2021-02-17T00:00:00,952.0,958.4,941.0,943.2,3643176,HCLTECH,7229
33,2021-02-18T00:00:00,944.0,956.75,938.35,948.1,5133094,HCLTECH,7229
34,2021-02-19T00:00:00,950.0,958.0,944.45,950.15,5494816,HCLTECH,7229
35,2021-02-22T00:00:00,949.5,951.45,916.05,920.15,5043203,HCLTECH,7229
36,2021-02-23T00:00:00,924.0,930.0,906.55,909.95,5916942,HCLTECH,7229
37,2021-02-24T00:00:00,918.0,919.45,905.5,916.0,3435827,HCLTECH,7229
38,2021-02-25T00:00:00,925.9,934.05,922.15,929.25,6234947,HCLTECH,7229
39,2021-02-26T00:00:00,908.0,925.0,905.1,909.45,9198218,HCLTECH,7229
40,2021-03-01T00:00:00,916.0,934.45,915.65,930.35,5397960,HCLTECH,7229
41,2021-03-02T00:00:00,933.85,957.9,928.6,953.75,6715548,HCLTECH,7229
42,2021-03-03T00:00:00,965.0,968.0,947.0,965.25,5742015,HCLTECH,7229
43,2021-03-04T00:00:00,952.0,969.9,951.35,958.0,6268541,HCLTECH,7229
44,2021-03-05T00:00:00,956.1,972.0,936.3,941.5,5992152,HCLTECH,7229
45,2021-03-08T00:00:00,952.5,973.0,944.0,961.9,5621823,HCLTECH,7229
46,2021-03-09T00:00:00,964.1,976.9,949.1,973.15,5440319,HCLTECH,7229
47,2021-03-10T00:00:00,985.7,995.1,979.7,988.5,7694950,HCLTECH,7229
48,2021-03-12T00:00:00,988.5,1002.8,973.6,979.25,6447010,HCLTECH,7229
49,2021-03-15T00:00:00,977.5,994.35,967.35,992.35,5321081,HCLTECH,7229
50,2021-03-16T00:00:00,993.0,1018.8,990.45,1007.25,8094575,HCLTECH,7229
51,2021-03-17T00:00:00,1012.0,1023.9,982.7,987.45,6758901,HCLTECH,7229
52,2021-03-18T00:00:00,995.0,999.75,932.4,947.75,8269566,HCLTECH,7229
53,2021-03-19T00:00:00,950.0,969.0,937.7,960.45,9004154,HCLTECH,7229
54,2021-03-22T00:00:00,960.45,982.45,944.6,978.75,4745254,HCLTECH,7229
55,2021-03-23T00:00:00,983.65,992.9,971.8,980.85,5158305,HCLTECH,7229
56,2021-03-24T00:00:00,971.05,984.75,965.8,975.65,3874331,HCLTECH,7229
57,2021-03-25T00:00:00,970.0,974.5,950.0,957.05,4879437,HCLTECH,7229
58,2021-03-26T00:00:00,965.0,975.0,953.8,958.55,4271178,HCLTECH,7229
59,2021-03-30T00:00:00,965.0,1000.8,964.45,995.8,5475051,HCLTECH,7229
60,2021-03-31T00:00:00,1000.0,1000.0,978.65,982.65,4445140,HCLTECH,7229
61,2021-04-01T00:00:00,992.0,1013.5,990.6,1002.6,5269079,HCLTECH,7229
62,2021-04-05T00:00:00,1007.0,1040.0,1002.6,1033.5,9452833,HCLTECH,7229
63,2021-04-06T00:00:00,1039.0,1040.6,1020.25,1028.4,4260257,HCLTECH,7229
64,2021-04-07T00:00:00,1031.0,1045.0,1024.7,1037.2,3551106,HCLTECH,7229
65,2021-04-08T00:00:00,1044.0,1054.4,1031.65,1037.5,4852068,HCLTECH,7229
66,2021-04-09T00:00:00,1042.1,1054.8,1034.15,1045.4,3708082,HCLTECH,7229
67,2021-04-12T00:00:00,1042.95,1042.95,1001.2,1009.4,5976427,HCLTECH,7229
68,2021-04-13T00:00:00,1012.5,1020.8,972.2,983.4,7773994,HCLTECH,7229
69,2021-04-15T00:00:00,968.0,994.7,958.75,991.9,7430279,HCLTECH,7229
70,2021-04-16T00:00:00,1000.0,1016.8,994.5,1012.75,4677808,HCLTECH,7229
71,2021-04-19T00:00:00,996.0,1028.45,987.85,994.6,6239343,HCLTECH,7229
72,2021-04-20T00:00:00,1006.0,1006.0,957.0,961.3,9742418,HCLTECH,7229
73,2021-04-22T00:00:00,966.0,971.9,955.3,961.9,4970596,HCLTECH,7229
74,2021-04-23T00:00:00,964.0,974.85,950.2,955.65,6023490,HCLTECH,7229
75,2021-04-26T00:00:00,940.0,954.5,923.05,928.8,19619972,HCLTECH,7229
76,2021-04-27T00:00:00,931.0,938.55,923.4,928.85,6406825,HCLTECH,7229
77,2021-04-28T00:00:00,931.2,935.85,921.75,923.8,6845677,HCLTECH,7229
78,2021-04-29T00:00:00,929.7,929.7,907.1,909.55,8588734,HCLTECH,7229
79,2021-04-30T00:00:00,905.0,915.0,895.4,898.95,10921664,HCLTECH,7229
80,2021-05-03T00:00:00,898.75,910.45,891.0,907.7,6871176,HCLTECH,7229
81,2021-05-04T00:00:00,910.0,915.0,899.25,900.95,6217026,HCLTECH,7229
82,2021-05-05T00:00:00,903.95,910.8,900.6,909.4,2696835,HCLTECH,7229
83,2021-05-06T00:00:00,912.0,923.9,901.25,916.0,6319104,HCLTECH,7229
84,2021-05-07T00:00:00,918.0,921.4,913.7,916.4,3651558,HCLTECH,7229
85,2021-05-10T00:00:00,918.05,921.6,910.2,913.95,4029147,HCLTECH,7229
86,2021-05-11T00:00:00,908.5,912.45,905.1,907.3,3818154,HCLTECH,7229
87,2021-05-12T00:00:00,906.15,908.95,895.0,906.1,4076940,HCLTECH,7229
